"date","bread_hits","state"
2020-03-21,74,"Michigan"
2020-03-22,86,"Michigan"
2020-03-23,63,"Michigan"
2020-03-24,75,"Michigan"
2020-03-25,65,"Michigan"
2020-03-26,62,"Michigan"
2020-03-27,66,"Michigan"
2020-03-28,83,"Michigan"
2020-03-29,90,"Michigan"
2020-03-30,75,"Michigan"
2020-03-31,81,"Michigan"
2020-04-01,62,"Michigan"
2020-04-02,55,"Michigan"
2020-04-03,67,"Michigan"
2020-04-04,88,"Michigan"
2020-04-05,90,"Michigan"
2020-04-06,62,"Michigan"
2020-04-07,74,"Michigan"
2020-04-08,67,"Michigan"
2020-04-09,81,"Michigan"
2020-04-10,83,"Michigan"
2020-04-11,100,"Michigan"
2020-04-12,89,"Michigan"
2020-04-13,54,"Michigan"
2020-04-14,62,"Michigan"
2020-04-15,59,"Michigan"
2020-04-16,63,"Michigan"
2020-04-17,66,"Michigan"
2020-04-18,82,"Michigan"
2020-04-19,83,"Michigan"
2020-04-20,59,"Michigan"
2020-04-21,71,"Michigan"
2020-04-22,64,"Michigan"
2020-04-23,70,"Michigan"
2020-04-24,56,"Michigan"
2020-04-25,78,"Michigan"
2020-04-26,67,"Michigan"
2020-04-27,55,"Michigan"
2020-04-28,58,"Michigan"
2020-04-29,58,"Michigan"
2020-04-30,57,"Michigan"
2020-05-01,54,"Michigan"
2020-05-02,64,"Michigan"
2020-05-03,71,"Michigan"
2020-05-04,53,"Michigan"
2020-05-05,55,"Michigan"
2020-05-06,57,"Michigan"
2020-05-07,49,"Michigan"
2020-05-08,61,"Michigan"
2020-05-09,63,"Michigan"
2020-05-10,76,"Michigan"
2020-05-11,53,"Michigan"
2020-05-12,57,"Michigan"
2020-05-13,43,"Michigan"
2020-05-14,55,"Michigan"
2020-05-15,48,"Michigan"
2020-05-16,58,"Michigan"
2020-02-18,30,"Massachusetts"
2020-02-19,27,"Massachusetts"
2020-02-20,28,"Massachusetts"
2020-02-21,25,"Massachusetts"
2020-02-22,36,"Massachusetts"
2020-02-23,38,"Massachusetts"
2020-02-24,31,"Massachusetts"
2020-02-25,28,"Massachusetts"
2020-02-26,31,"Massachusetts"
2020-02-27,29,"Massachusetts"
2020-02-28,36,"Massachusetts"
2020-02-29,37,"Massachusetts"
2020-03-01,42,"Massachusetts"
2020-03-02,26,"Massachusetts"
2020-03-03,34,"Massachusetts"
2020-03-04,28,"Massachusetts"
2020-03-05,27,"Massachusetts"
2020-03-06,29,"Massachusetts"
2020-03-07,33,"Massachusetts"
2020-03-08,43,"Massachusetts"
2020-03-09,23,"Massachusetts"
2020-03-10,23,"Massachusetts"
2020-03-11,27,"Massachusetts"
2020-03-12,31,"Massachusetts"
2020-03-13,33,"Massachusetts"
2020-03-14,60,"Massachusetts"
2020-03-15,52,"Massachusetts"
2020-03-16,49,"Massachusetts"
2020-03-17,59,"Massachusetts"
2020-03-18,50,"Massachusetts"
2020-03-19,56,"Massachusetts"
2020-03-20,53,"Massachusetts"
2020-03-21,73,"Massachusetts"
2020-03-22,81,"Massachusetts"
2020-03-23,58,"Massachusetts"
2020-03-24,53,"Massachusetts"
2020-03-25,64,"Massachusetts"
2020-03-26,53,"Massachusetts"
2020-03-27,63,"Massachusetts"
2020-03-28,88,"Massachusetts"
2020-03-29,98,"Massachusetts"
2020-03-30,61,"Massachusetts"
2020-03-31,58,"Massachusetts"
2020-04-01,60,"Massachusetts"
2020-04-02,62,"Massachusetts"
2020-04-03,56,"Massachusetts"
2020-04-04,83,"Massachusetts"
2020-04-05,96,"Massachusetts"
2020-04-06,57,"Massachusetts"
2020-04-07,59,"Massachusetts"
2020-04-08,67,"Massachusetts"
2020-04-09,75,"Massachusetts"
2020-04-10,84,"Massachusetts"
2020-04-11,100,"Massachusetts"
2020-04-12,92,"Massachusetts"
2020-04-13,67,"Massachusetts"
2020-04-14,58,"Massachusetts"
2020-04-15,65,"Massachusetts"
2020-04-16,67,"Massachusetts"
2020-04-17,66,"Massachusetts"
2020-04-18,97,"Massachusetts"
2020-04-19,86,"Massachusetts"
2020-04-20,71,"Massachusetts"
2020-04-21,65,"Massachusetts"
2020-04-22,67,"Massachusetts"
2020-04-23,56,"Massachusetts"
2020-04-24,68,"Massachusetts"
2020-04-25,79,"Massachusetts"
2020-04-26,87,"Massachusetts"
2020-04-27,66,"Massachusetts"
2020-04-28,60,"Massachusetts"
2020-04-29,60,"Massachusetts"
2020-04-30,55,"Massachusetts"
2020-05-01,54,"Massachusetts"
2020-05-02,71,"Massachusetts"
2020-05-03,67,"Massachusetts"
2020-05-04,55,"Massachusetts"
2020-05-05,49,"Massachusetts"
2020-05-06,48,"Massachusetts"
2020-05-07,59,"Massachusetts"
2020-05-08,55,"Massachusetts"
2020-05-09,81,"Massachusetts"
2020-05-10,75,"Massachusetts"
2020-05-11,51,"Massachusetts"
2020-05-12,51,"Massachusetts"
2020-05-13,52,"Massachusetts"
2020-05-14,44,"Massachusetts"
2020-05-15,45,"Massachusetts"
2020-05-16,58,"Massachusetts"
2020-02-18,35,"Maryland"
2020-02-19,29,"Maryland"
2020-02-20,36,"Maryland"
2020-02-21,43,"Maryland"
2020-02-22,43,"Maryland"
2020-02-23,44,"Maryland"
2020-02-24,37,"Maryland"
2020-02-25,38,"Maryland"
2020-02-26,38,"Maryland"
2020-02-27,39,"Maryland"
2020-02-28,34,"Maryland"
2020-02-29,48,"Maryland"
2020-03-01,47,"Maryland"
2020-03-02,33,"Maryland"
2020-03-03,33,"Maryland"
2020-03-04,31,"Maryland"
2020-03-05,33,"Maryland"
2020-03-06,30,"Maryland"
2020-03-07,42,"Maryland"
2020-03-08,56,"Maryland"
2020-03-09,34,"Maryland"
2020-03-10,32,"Maryland"
2020-03-11,37,"Maryland"
2020-03-12,28,"Maryland"
2020-03-13,41,"Maryland"
2020-03-14,54,"Maryland"
2020-03-15,64,"Maryland"
2020-03-16,45,"Maryland"
2020-03-17,70,"Maryland"
2020-03-18,49,"Maryland"
2020-03-19,57,"Maryland"
2020-03-20,56,"Maryland"
2020-03-21,85,"Maryland"
2020-03-22,100,"Maryland"
2020-03-23,65,"Maryland"
2020-03-24,68,"Maryland"
2020-03-25,66,"Maryland"
2020-03-26,56,"Maryland"
2020-03-27,71,"Maryland"
2020-03-28,85,"Maryland"
2020-03-29,90,"Maryland"
2020-03-30,55,"Maryland"
2020-03-31,70,"Maryland"
2020-04-01,61,"Maryland"
2020-04-02,61,"Maryland"
2020-04-03,55,"Maryland"
2020-04-04,94,"Maryland"
2020-04-05,78,"Maryland"
2020-04-06,59,"Maryland"
2020-04-07,75,"Maryland"
2020-04-08,66,"Maryland"
2020-04-09,73,"Maryland"
2020-04-10,82,"Maryland"
2020-04-11,99,"Maryland"
2020-04-12,93,"Maryland"
2020-04-13,72,"Maryland"
2020-04-14,60,"Maryland"
2020-04-15,64,"Maryland"
2020-04-16,70,"Maryland"
2020-04-17,56,"Maryland"
2020-04-18,94,"Maryland"
2020-04-19,84,"Maryland"
2020-04-20,59,"Maryland"
2020-04-21,62,"Maryland"
2020-04-22,62,"Maryland"
2020-04-23,68,"Maryland"
2020-04-24,60,"Maryland"
2020-04-25,67,"Maryland"
2020-04-26,85,"Maryland"
2020-04-27,58,"Maryland"
2020-04-28,56,"Maryland"
2020-04-29,69,"Maryland"
2020-04-30,54,"Maryland"
2020-05-01,58,"Maryland"
2020-05-02,61,"Maryland"
2020-05-03,78,"Maryland"
2020-05-04,51,"Maryland"
2020-05-05,55,"Maryland"
2020-05-06,52,"Maryland"
2020-05-07,49,"Maryland"
2020-05-08,54,"Maryland"
2020-05-09,71,"Maryland"
2020-05-10,80,"Maryland"
2020-05-11,44,"Maryland"
2020-05-12,59,"Maryland"
2020-05-13,49,"Maryland"
2020-05-14,53,"Maryland"
2020-05-15,56,"Maryland"
2020-05-16,58,"Maryland"
2020-02-18,47,"Maine"
2020-02-19,26,"Maine"
2020-02-20,18,"Maine"
2020-02-21,17,"Maine"
2020-02-22,20,"Maine"
2020-02-23,32,"Maine"
2020-02-24,17,"Maine"
2020-02-25,23,"Maine"
2020-02-26,24,"Maine"
2020-02-27,27,"Maine"
2020-02-28,27,"Maine"
2020-02-29,34,"Maine"
2020-03-01,35,"Maine"
2020-03-02,18,"Maine"
2020-03-03,25,"Maine"
2020-03-04,39,"Maine"
2020-03-05,39,"Maine"
2020-03-06,26,"Maine"
2020-03-07,29,"Maine"
2020-03-08,58,"Maine"
2020-03-09,24,"Maine"
2020-03-10,29,"Maine"
2020-03-11,21,"Maine"
2020-03-12,25,"Maine"
2020-03-13,31,"Maine"
2020-03-14,52,"Maine"
2020-03-15,64,"Maine"
2020-03-16,31,"Maine"
2020-03-17,67,"Maine"
2020-03-18,61,"Maine"
2020-03-19,56,"Maine"
2020-03-20,73,"Maine"
2020-03-21,82,"Maine"
2020-03-22,100,"Maine"
2020-03-23,61,"Maine"
2020-03-24,58,"Maine"
2020-03-25,40,"Maine"
2020-03-26,54,"Maine"
2020-03-27,55,"Maine"
2020-03-28,95,"Maine"
2020-03-29,98,"Maine"
2020-03-30,45,"Maine"
2020-03-31,65,"Maine"
2020-04-01,49,"Maine"
2020-04-02,60,"Maine"
2020-04-03,68,"Maine"
2020-04-04,75,"Maine"
2020-04-05,60,"Maine"
2020-04-06,44,"Maine"
2020-04-07,59,"Maine"
2020-04-08,68,"Maine"
2020-04-09,61,"Maine"
2020-04-10,59,"Maine"
2020-04-11,77,"Maine"
2020-04-12,77,"Maine"
2020-04-13,49,"Maine"
2020-04-14,42,"Maine"
2020-04-15,48,"Maine"
2020-04-16,57,"Maine"
2020-04-17,51,"Maine"
2020-04-18,64,"Maine"
2020-04-19,72,"Maine"
2020-04-20,46,"Maine"
2020-04-21,57,"Maine"
2020-04-22,50,"Maine"
2020-04-23,44,"Maine"
2020-04-24,64,"Maine"
2020-04-25,57,"Maine"
2020-04-26,72,"Maine"
2020-04-27,53,"Maine"
2020-04-28,57,"Maine"
2020-04-29,50,"Maine"
2020-04-30,46,"Maine"
2020-05-01,53,"Maine"
2020-05-02,62,"Maine"
2020-05-03,76,"Maine"
2020-05-04,48,"Maine"
2020-05-05,28,"Maine"
2020-05-06,37,"Maine"
2020-05-07,40,"Maine"
2020-05-08,37,"Maine"
2020-05-09,74,"Maine"
2020-05-10,78,"Maine"
2020-05-11,35,"Maine"
2020-05-12,47,"Maine"
2020-05-13,44,"Maine"
2020-05-14,37,"Maine"
2020-05-15,41,"Maine"
2020-05-16,67,"Maine"
2020-02-18,33,"Louisiana"
2020-02-19,34,"Louisiana"
2020-02-20,31,"Louisiana"
2020-02-21,30,"Louisiana"
2020-02-22,34,"Louisiana"
2020-02-23,32,"Louisiana"
2020-02-24,42,"Louisiana"
2020-02-25,40,"Louisiana"
2020-02-26,35,"Louisiana"
2020-02-27,37,"Louisiana"
2020-02-28,36,"Louisiana"
2020-02-29,48,"Louisiana"
2020-03-01,42,"Louisiana"
2020-03-02,45,"Louisiana"
2020-03-03,32,"Louisiana"
2020-03-04,34,"Louisiana"
2020-03-05,28,"Louisiana"
2020-03-06,40,"Louisiana"
2020-03-07,24,"Louisiana"
2020-03-08,26,"Louisiana"
2020-03-09,32,"Louisiana"
2020-03-10,40,"Louisiana"
2020-03-11,30,"Louisiana"
2020-03-12,25,"Louisiana"
2020-03-13,28,"Louisiana"
2020-03-14,31,"Louisiana"
2020-03-15,45,"Louisiana"
2020-03-16,49,"Louisiana"
2020-03-17,61,"Louisiana"
2020-03-18,83,"Louisiana"
2020-03-19,69,"Louisiana"
2020-03-20,87,"Louisiana"
2020-03-21,81,"Louisiana"
2020-03-22,100,"Louisiana"
2020-03-23,80,"Louisiana"
2020-03-24,52,"Louisiana"
2020-03-25,78,"Louisiana"
2020-03-26,49,"Louisiana"
2020-03-27,53,"Louisiana"
2020-03-28,78,"Louisiana"
2020-03-29,71,"Louisiana"
2020-03-30,53,"Louisiana"
2020-03-31,71,"Louisiana"
2020-04-01,53,"Louisiana"
2020-04-02,61,"Louisiana"
2020-04-03,41,"Louisiana"
2020-04-04,76,"Louisiana"
2020-04-05,66,"Louisiana"
2020-04-06,59,"Louisiana"
2020-04-07,62,"Louisiana"
2020-04-08,73,"Louisiana"
2020-04-09,58,"Louisiana"
2020-04-10,67,"Louisiana"
2020-04-11,65,"Louisiana"
2020-04-12,73,"Louisiana"
2020-04-13,65,"Louisiana"
2020-04-14,45,"Louisiana"
2020-04-15,52,"Louisiana"
2020-04-16,45,"Louisiana"
2020-04-17,55,"Louisiana"
2020-04-18,68,"Louisiana"
2020-04-19,78,"Louisiana"
2020-04-20,46,"Louisiana"
2020-04-21,46,"Louisiana"
2020-04-22,38,"Louisiana"
2020-04-23,55,"Louisiana"
2020-04-24,37,"Louisiana"
2020-04-25,60,"Louisiana"
2020-04-26,51,"Louisiana"
2020-04-27,58,"Louisiana"
2020-04-28,42,"Louisiana"
2020-04-29,57,"Louisiana"
2020-04-30,45,"Louisiana"
2020-05-01,74,"Louisiana"
2020-05-02,40,"Louisiana"
2020-05-03,58,"Louisiana"
2020-05-04,43,"Louisiana"
2020-05-05,42,"Louisiana"
2020-05-06,27,"Louisiana"
2020-05-07,42,"Louisiana"
2020-05-08,34,"Louisiana"
2020-05-09,47,"Louisiana"
2020-05-10,65,"Louisiana"
2020-05-11,34,"Louisiana"
2020-05-12,36,"Louisiana"
2020-05-13,46,"Louisiana"
2020-05-14,41,"Louisiana"
2020-05-15,43,"Louisiana"
2020-05-16,59,"Louisiana"
2020-02-18,30,"Kentucky"
2020-02-19,35,"Kentucky"
2020-02-20,30,"Kentucky"
2020-02-21,32,"Kentucky"
2020-02-22,46,"Kentucky"
2020-02-23,41,"Kentucky"
2020-02-24,35,"Kentucky"
2020-02-25,35,"Kentucky"
2020-02-26,43,"Kentucky"
2020-02-27,41,"Kentucky"
2020-02-28,23,"Kentucky"
2020-02-29,34,"Kentucky"
2020-03-01,35,"Kentucky"
2020-03-02,41,"Kentucky"
2020-03-03,33,"Kentucky"
2020-03-04,44,"Kentucky"
2020-03-05,31,"Kentucky"
2020-03-06,30,"Kentucky"
2020-03-07,34,"Kentucky"
2020-03-08,38,"Kentucky"
2020-03-09,36,"Kentucky"
2020-03-10,42,"Kentucky"
2020-03-11,26,"Kentucky"
2020-03-12,30,"Kentucky"
2020-03-13,38,"Kentucky"
2020-03-14,58,"Kentucky"
2020-03-15,44,"Kentucky"
2020-03-16,50,"Kentucky"
2020-03-17,60,"Kentucky"
2020-03-18,58,"Kentucky"
2020-03-19,71,"Kentucky"
2020-03-20,61,"Kentucky"
2020-03-21,92,"Kentucky"
2020-03-22,100,"Kentucky"
2020-03-23,59,"Kentucky"
2020-03-24,56,"Kentucky"
2020-03-25,53,"Kentucky"
2020-03-26,52,"Kentucky"
2020-03-27,45,"Kentucky"
2020-03-28,57,"Kentucky"
2020-03-29,74,"Kentucky"
2020-03-30,54,"Kentucky"
2020-03-31,57,"Kentucky"
2020-04-01,56,"Kentucky"
2020-04-02,60,"Kentucky"
2020-04-03,37,"Kentucky"
2020-04-04,57,"Kentucky"
2020-04-05,80,"Kentucky"
2020-04-06,43,"Kentucky"
2020-04-07,54,"Kentucky"
2020-04-08,48,"Kentucky"
2020-04-09,54,"Kentucky"
2020-04-10,53,"Kentucky"
2020-04-11,74,"Kentucky"
2020-04-12,89,"Kentucky"
2020-04-13,43,"Kentucky"
2020-04-14,49,"Kentucky"
2020-04-15,48,"Kentucky"
2020-04-16,51,"Kentucky"
2020-04-17,63,"Kentucky"
2020-04-18,94,"Kentucky"
2020-04-19,72,"Kentucky"
2020-04-20,47,"Kentucky"
2020-04-21,49,"Kentucky"
2020-04-22,40,"Kentucky"
2020-04-23,50,"Kentucky"
2020-04-24,43,"Kentucky"
2020-04-25,55,"Kentucky"
2020-04-26,69,"Kentucky"
2020-04-27,53,"Kentucky"
2020-04-28,51,"Kentucky"
2020-04-29,48,"Kentucky"
2020-04-30,62,"Kentucky"
2020-05-01,57,"Kentucky"
2020-05-02,59,"Kentucky"
2020-05-03,53,"Kentucky"
2020-05-04,49,"Kentucky"
2020-05-05,46,"Kentucky"
2020-05-06,44,"Kentucky"
2020-05-07,31,"Kentucky"
2020-05-08,41,"Kentucky"
2020-05-09,45,"Kentucky"
2020-05-10,54,"Kentucky"
2020-05-11,44,"Kentucky"
2020-05-12,50,"Kentucky"
2020-05-13,45,"Kentucky"
2020-05-14,46,"Kentucky"
2020-05-15,35,"Kentucky"
2020-05-16,55,"Kentucky"
2020-02-18,33,"Kansas"
2020-02-19,27,"Kansas"
2020-02-20,31,"Kansas"
2020-02-21,29,"Kansas"
2020-02-22,33,"Kansas"
2020-02-23,48,"Kansas"
2020-02-24,25,"Kansas"
2020-02-25,30,"Kansas"
2020-02-26,28,"Kansas"
2020-02-27,37,"Kansas"
2020-02-28,32,"Kansas"
2020-02-29,40,"Kansas"
2020-03-01,50,"Kansas"
2020-03-02,26,"Kansas"
2020-03-03,29,"Kansas"
2020-03-04,27,"Kansas"
2020-03-05,19,"Kansas"
2020-03-06,27,"Kansas"
2020-03-07,30,"Kansas"
2020-03-08,34,"Kansas"
2020-03-09,24,"Kansas"
2020-03-10,50,"Kansas"
2020-03-11,37,"Kansas"
2020-03-12,30,"Kansas"
2020-03-13,29,"Kansas"
2020-03-14,61,"Kansas"
2020-03-15,63,"Kansas"
2020-03-16,37,"Kansas"
2020-03-17,60,"Kansas"
2020-03-18,54,"Kansas"
2020-03-19,44,"Kansas"
2020-03-20,67,"Kansas"
2020-03-21,83,"Kansas"
2020-03-22,100,"Kansas"
2020-03-23,56,"Kansas"
2020-03-24,76,"Kansas"
2020-03-25,44,"Kansas"
2020-03-26,58,"Kansas"
2020-03-27,50,"Kansas"
2020-03-28,74,"Kansas"
2020-03-29,74,"Kansas"
2020-03-30,61,"Kansas"
2020-03-31,50,"Kansas"
2020-04-01,67,"Kansas"
2020-04-02,54,"Kansas"
2020-04-03,64,"Kansas"
2020-04-04,79,"Kansas"
2020-04-05,85,"Kansas"
2020-04-06,67,"Kansas"
2020-04-07,55,"Kansas"
2020-04-08,48,"Kansas"
2020-04-09,52,"Kansas"
2020-04-10,65,"Kansas"
2020-04-11,76,"Kansas"
2020-04-12,91,"Kansas"
2020-04-13,44,"Kansas"
2020-04-14,51,"Kansas"
2020-04-15,36,"Kansas"
2020-04-16,50,"Kansas"
2020-04-17,57,"Kansas"
2020-04-18,50,"Kansas"
2020-04-19,69,"Kansas"
2020-04-20,41,"Kansas"
2020-04-21,52,"Kansas"
2020-04-22,35,"Kansas"
2020-04-23,45,"Kansas"
2020-04-24,47,"Kansas"
2020-04-25,41,"Kansas"
2020-04-26,56,"Kansas"
2020-04-27,51,"Kansas"
2020-04-28,39,"Kansas"
2020-04-29,40,"Kansas"
2020-04-30,46,"Kansas"
2020-05-01,34,"Kansas"
2020-05-02,55,"Kansas"
2020-05-03,68,"Kansas"
2020-05-04,39,"Kansas"
2020-05-05,39,"Kansas"
2020-05-06,30,"Kansas"
2020-05-07,43,"Kansas"
2020-05-08,44,"Kansas"
2020-05-09,55,"Kansas"
2020-05-10,57,"Kansas"
2020-05-11,40,"Kansas"
2020-05-12,50,"Kansas"
2020-05-13,50,"Kansas"
2020-05-14,41,"Kansas"
2020-05-15,35,"Kansas"
2020-05-16,45,"Kansas"
2020-02-18,44,"Iowa"
2020-02-19,42,"Iowa"
2020-02-20,40,"Iowa"
2020-02-21,37,"Iowa"
2020-02-22,46,"Iowa"
2020-02-23,48,"Iowa"
2020-02-24,26,"Iowa"
2020-02-25,36,"Iowa"
2020-02-26,24,"Iowa"
2020-02-27,34,"Iowa"
2020-02-28,37,"Iowa"
2020-02-29,36,"Iowa"
2020-03-01,40,"Iowa"
2020-03-02,35,"Iowa"
2020-03-03,38,"Iowa"
2020-03-04,27,"Iowa"
2020-03-05,31,"Iowa"
2020-03-06,27,"Iowa"
2020-03-07,32,"Iowa"
2020-03-08,44,"Iowa"
2020-03-09,40,"Iowa"
2020-03-10,32,"Iowa"
2020-03-11,35,"Iowa"
2020-03-12,40,"Iowa"
2020-03-13,24,"Iowa"
2020-03-14,62,"Iowa"
2020-03-15,64,"Iowa"
2020-03-16,47,"Iowa"
2020-03-17,51,"Iowa"
2020-03-18,63,"Iowa"
2020-03-19,59,"Iowa"
2020-03-20,63,"Iowa"
2020-03-21,76,"Iowa"
2020-03-22,99,"Iowa"
2020-03-23,55,"Iowa"
2020-03-24,47,"Iowa"
2020-03-25,77,"Iowa"
2020-03-26,82,"Iowa"
2020-03-27,55,"Iowa"
2020-03-28,83,"Iowa"
2020-03-29,74,"Iowa"
2020-03-30,60,"Iowa"
2020-03-31,60,"Iowa"
2020-04-01,70,"Iowa"
2020-04-02,50,"Iowa"
2020-04-03,64,"Iowa"
2020-04-04,71,"Iowa"
2020-04-05,80,"Iowa"
2020-04-06,67,"Iowa"
2020-04-07,63,"Iowa"
2020-04-08,58,"Iowa"
2020-04-09,83,"Iowa"
2020-04-10,77,"Iowa"
2020-04-11,89,"Iowa"
2020-04-12,100,"Iowa"
2020-04-13,51,"Iowa"
2020-04-14,47,"Iowa"
2020-04-15,52,"Iowa"
2020-04-16,67,"Iowa"
2020-04-17,59,"Iowa"
2020-04-18,100,"Iowa"
2020-04-19,78,"Iowa"
2020-04-20,61,"Iowa"
2020-04-21,45,"Iowa"
2020-04-22,57,"Iowa"
2020-04-23,49,"Iowa"
2020-04-24,46,"Iowa"
2020-04-25,69,"Iowa"
2020-04-26,69,"Iowa"
2020-04-27,46,"Iowa"
2020-04-28,63,"Iowa"
2020-04-29,60,"Iowa"
2020-04-30,32,"Iowa"
2020-05-01,41,"Iowa"
2020-05-02,57,"Iowa"
2020-05-03,65,"Iowa"
2020-05-04,49,"Iowa"
2020-05-05,56,"Iowa"
2020-05-06,39,"Iowa"
2020-05-07,44,"Iowa"
2020-05-08,38,"Iowa"
2020-05-09,59,"Iowa"
2020-05-10,65,"Iowa"
2020-05-11,32,"Iowa"
2020-05-12,55,"Iowa"
2020-05-13,55,"Iowa"
2020-05-14,40,"Iowa"
2020-05-15,33,"Iowa"
2020-05-16,46,"Iowa"
2020-02-18,28,"Indiana"
2020-02-19,31,"Indiana"
2020-02-20,39,"Indiana"
2020-02-21,22,"Indiana"
2020-02-22,38,"Indiana"
2020-02-23,49,"Indiana"
2020-02-24,41,"Indiana"
2020-02-25,27,"Indiana"
2020-02-26,35,"Indiana"
2020-02-27,25,"Indiana"
2020-02-28,37,"Indiana"
2020-02-29,41,"Indiana"
2020-03-01,38,"Indiana"
2020-03-02,35,"Indiana"
2020-03-03,30,"Indiana"
2020-03-04,30,"Indiana"
2020-03-05,24,"Indiana"
2020-03-06,23,"Indiana"
2020-03-07,36,"Indiana"
2020-03-08,34,"Indiana"
2020-03-09,37,"Indiana"
2020-03-10,28,"Indiana"
2020-03-11,33,"Indiana"
2020-03-12,33,"Indiana"
2020-03-13,40,"Indiana"
2020-03-14,56,"Indiana"
2020-03-15,40,"Indiana"
2020-03-16,53,"Indiana"
2020-03-17,61,"Indiana"
2020-03-18,57,"Indiana"
2020-03-19,52,"Indiana"
2020-03-20,54,"Indiana"
2020-03-21,94,"Indiana"
2020-03-22,100,"Indiana"
2020-03-23,62,"Indiana"
2020-03-24,69,"Indiana"
2020-03-25,56,"Indiana"
2020-03-26,59,"Indiana"
2020-03-27,67,"Indiana"
2020-03-28,68,"Indiana"
2020-03-29,95,"Indiana"
2020-03-30,56,"Indiana"
2020-03-31,57,"Indiana"
2020-04-01,56,"Indiana"
2020-04-02,50,"Indiana"
2020-04-03,56,"Indiana"
2020-04-04,73,"Indiana"
2020-04-05,80,"Indiana"
2020-04-06,60,"Indiana"
2020-04-07,52,"Indiana"
2020-04-08,58,"Indiana"
2020-04-09,70,"Indiana"
2020-04-10,60,"Indiana"
2020-04-11,88,"Indiana"
2020-04-12,59,"Indiana"
2020-04-13,50,"Indiana"
2020-04-14,62,"Indiana"
2020-04-15,56,"Indiana"
2020-04-16,49,"Indiana"
2020-04-17,46,"Indiana"
2020-04-18,57,"Indiana"
2020-04-19,64,"Indiana"
2020-04-20,42,"Indiana"
2020-04-21,52,"Indiana"
2020-04-22,51,"Indiana"
2020-04-23,52,"Indiana"
2020-04-24,43,"Indiana"
2020-04-25,59,"Indiana"
2020-04-26,75,"Indiana"
2020-04-27,50,"Indiana"
2020-04-28,48,"Indiana"
2020-04-29,57,"Indiana"
2020-04-30,43,"Indiana"
2020-05-01,47,"Indiana"
2020-05-02,48,"Indiana"
2020-05-03,54,"Indiana"
2020-05-04,37,"Indiana"
2020-05-05,49,"Indiana"
2020-05-06,37,"Indiana"
2020-05-07,38,"Indiana"
2020-05-08,43,"Indiana"
2020-05-09,50,"Indiana"
2020-05-10,70,"Indiana"
2020-05-11,44,"Indiana"
2020-05-12,46,"Indiana"
2020-05-13,51,"Indiana"
2020-05-14,39,"Indiana"
2020-05-15,41,"Indiana"
2020-05-16,46,"Indiana"
2020-02-18,31,"Illinois"
2020-02-19,33,"Illinois"
2020-02-20,31,"Illinois"
2020-02-21,33,"Illinois"
2020-02-22,38,"Illinois"
2020-02-23,39,"Illinois"
2020-02-24,38,"Illinois"
2020-02-25,30,"Illinois"
2020-02-26,33,"Illinois"
2020-02-27,35,"Illinois"
2020-02-28,31,"Illinois"
2020-02-29,45,"Illinois"
2020-03-01,41,"Illinois"
2020-03-02,33,"Illinois"
2020-03-03,35,"Illinois"
2020-03-04,33,"Illinois"
2020-03-05,33,"Illinois"
2020-03-06,39,"Illinois"
2020-03-07,36,"Illinois"
2020-03-08,47,"Illinois"
2020-03-09,37,"Illinois"
2020-03-10,30,"Illinois"
2020-03-11,32,"Illinois"
2020-03-12,29,"Illinois"
2020-03-13,28,"Illinois"
2020-03-14,51,"Illinois"
2020-03-15,57,"Illinois"
2020-03-16,55,"Illinois"
2020-03-17,62,"Illinois"
2020-03-18,58,"Illinois"
2020-03-19,62,"Illinois"
2020-03-20,54,"Illinois"
2020-03-21,79,"Illinois"
2020-03-22,100,"Illinois"
2020-03-23,73,"Illinois"
2020-03-24,61,"Illinois"
2020-03-25,58,"Illinois"
2020-03-26,66,"Illinois"
2020-03-27,64,"Illinois"
2020-03-28,90,"Illinois"
2020-03-29,98,"Illinois"
2020-03-30,60,"Illinois"
2020-03-31,57,"Illinois"
2020-04-01,65,"Illinois"
2020-04-02,55,"Illinois"
2020-04-03,56,"Illinois"
2020-04-04,95,"Illinois"
2020-04-05,89,"Illinois"
2020-04-06,66,"Illinois"
2020-04-07,59,"Illinois"
2020-04-08,63,"Illinois"
2020-04-09,60,"Illinois"
2020-04-10,74,"Illinois"
2020-04-11,93,"Illinois"
2020-04-12,89,"Illinois"
2020-04-13,61,"Illinois"
2020-04-14,58,"Illinois"
2020-04-15,57,"Illinois"
2020-04-16,54,"Illinois"
2020-04-17,59,"Illinois"
2020-04-18,78,"Illinois"
2020-04-19,80,"Illinois"
2020-04-20,51,"Illinois"
2020-04-21,54,"Illinois"
2020-04-22,65,"Illinois"
2020-04-23,59,"Illinois"
2020-04-24,57,"Illinois"
2020-04-25,77,"Illinois"
2020-04-26,75,"Illinois"
2020-04-27,57,"Illinois"
2020-04-28,55,"Illinois"
2020-04-29,62,"Illinois"
2020-04-30,53,"Illinois"
2020-05-01,54,"Illinois"
2020-05-02,58,"Illinois"
2020-05-03,71,"Illinois"
2020-05-04,55,"Illinois"
2020-05-05,46,"Illinois"
2020-05-06,50,"Illinois"
2020-05-07,46,"Illinois"
2020-05-08,56,"Illinois"
2020-05-09,69,"Illinois"
2020-05-10,73,"Illinois"
2020-05-11,41,"Illinois"
2020-05-12,47,"Illinois"
2020-05-13,51,"Illinois"
2020-05-14,54,"Illinois"
2020-05-15,53,"Illinois"
